69241,210
65225,210
68011,210
68208,210
68012,210
70266,210
07085,210
07086,210
07087,210
07069,210
07088,210
07089,210
07090,210
07091,210
07068,210
07097,210
07070,210
07071,210
07073,210
67424,210
07074,210
07075,210
07076,210
07077,210
07078,210
07079,210
07080,210
07081,210
07082,210
07084,210
65539,568
68660,568
68041,568
17725,568
17726,568
17727,568
17728,568
17710,568
17729,568
17731,568
17732,568
17733,568
65540,568
17711,568
17712,568
17714,568
17715,568
17717,568
17709,568
67594,568
17719,568
17720,568
17721,568
17722,568
17723,568
68028,392
69054,392
12328,392
12329,392
12330,392
12331,392
12311,392
12337,392
12338,392
12313,392
12314,392
12316,392
12317,392
12318,392
12319,392
12321,392
12322,392
12323,392
12324,392
12327,392
05724,168
70348,168
68007,168
05744,168
05728,168
05747,168
05748,168
05749,168
05729,168
05730,168
65167,168
05731,168
05732,168
05733,168
05734,168
05740,168
05742,168
05743,168
70230,313
68580,313
70263,313
68019,313
09865,313
09866,313
09848,313
09869,313
09849,313
09850,313
65328,313
09853,313
09856,313
09857,313
09858,313
09859,313
09860,313
09861,313
09863,313
68292,789
24955,789
24956,789
24941,789
24961,789
24962,789
24965,789
24969,789
24970,789
24971,789
24972,789
65824,789
24973,789
24943,789
24947,789
24940,789
24950,789
24951,789
24954,789
68870,358
68024,358
11327,358
11328,358
11310,358
11329,358
11330,358
11312,358
11313,358
11309,358
11316,358
11317,358
11320,358
11321,358
11322,358
11323,358
11324,358
11326,358
69534,1955
68890,1955
68183,1955
63239,1955
63240,1955
63241,1955
63242,1955
63227,1955
63228,1955
63231,1955
66778,1955
63232,1955
66779,1955
66780,1955
63225,1955
67066,1955
63236,1955
63238,1955
08909,285
68018,285
70326,285
68790,285
08928,285
08916,285
08917,285
08919,285
08920,285
08921,285
08923,285
65298,285
08924,285
65299,285
67470,285
08926,285
08927,285
70332,433
68592,433
13647,433
13648,433
13631,433
13632,433
13636,433
13637,433
13638,433
13630,433
13640,433
13642,433
13643,433
13644,433
13645,433
13646,433
70015,472
68586,472
68033,472
14899,472
14900,472
14882,472
14884,472
14885,472
14886,472
65445,472
14889,472
14893,472
14894,472
14895,472
14896,472
14898,472
68048,703
21885,703
21888,703
21870,703
21889,703
21891,703
21871,703
21869,703
21875,703
21876,703
21878,703
67660,703
67659,703
21883,703
21884,703
27221,858
27206,858
27207,858
27208,858
27210,858
27211,858
27212,858
65890,858
27214,858
65889,858
67757,858
27215,858
27216,858
27217,858
27218,858
38539,1166
38540,1166
38541,1166
38542,1166
38544,1166
38527,1166
38529,1166
38530,1166
38532,1166
66183,1166
38524,1166
67934,1166
38534,1166
38536,1166
38538,1166
57919,1797
57949,1797
57950,1797
57952,1797
57934,1797
57953,1797
57935,1797
57936,1797
57937,1797
66606,1797
57939,1797
57940,1797
57942,1797
67299,1797
57947,1797
62173,1913
62174,1913
62175,1913
62159,1913
62163,1913
62164,1913
62165,1913
66743,1913
66742,1913
67036,1913
62168,1913
62169,1913
62170,1913
62171,1913
62172,1913
70306,1991
68992,1991
64223,1991
