69241,30
65225,30
68011,30
68208,30
68012,30
70266,30
07085,30
07086,30
07087,30
07069,30
07088,30
07089,30
07090,30
07091,30
07068,30
07097,30
07070,30
07071,30
07073,30
67424,30
07074,30
07075,30
07076,30
07077,30
07078,30
07079,30
07080,30
07081,30
07082,30
07084,30
65539,80
68660,80
68041,80
17725,80
17726,80
17727,80
17728,80
17710,80
17729,80
17731,80
17732,80
17733,80
65540,80
17711,80
17712,80
17714,80
17715,80
17717,80
17709,80
67594,80
17719,80
17720,80
17721,80
17722,80
17723,80
68028,55
69054,55
12328,55
12329,55
12330,55
12331,55
12311,55
12337,55
12338,55
12313,55
12314,55
12316,55
12317,55
12318,55
12319,55
12321,55
12322,55
12323,55
12324,55
12327,55
05724,23
70348,23
68007,23
05744,23
05728,23
05747,23
05748,23
05749,23
05729,23
05730,23
65167,23
05731,23
05732,23
05733,23
05734,23
05740,23
05742,23
05743,23
68292,110
24955,110
24956,110
24941,110
24961,110
24962,110
24965,110
24969,110
24970,110
24971,110
24972,110
65824,110
24973,110
24943,110
24947,110
24940,110
24950,110
24951,110
24954,110
69534,245
68890,245
68183,245
63239,245
63240,245
63241,245
63242,245
63227,245
63228,245
63231,245
66778,245
63232,245
66779,245
66780,245
63225,245
67066,245
63236,245
63238,245
08909,38
68018,38
70326,38
68790,38
08928,38
08916,38
08917,38
08919,38
08920,38
08921,38
08923,38
65298,38
08924,38
65299,38
67470,38
08926,38
08927,38
70332,61
68592,61
13647,61
13648,61
13631,61
13632,61
13636,61
13637,61
13638,61
13630,61
13640,61
13642,61
13643,61
13644,61
13645,61
13646,61
70015,70
68586,70
68033,70
14899,70
14900,70
14882,70
14884,70
14885,70
14886,70
65445,70
14889,70
14893,70
14894,70
14895,70
14896,70
14898,70
68048,95
21885,95
21888,95
21870,95
21889,95
21891,95
21871,95
21869,95
21875,95
21876,95
21878,95
67660,95
67659,95
21883,95
21884,95
27221,124
27206,124
27207,124
27208,124
27210,124
27211,124
27212,124
65890,124
27214,124
65889,124
67757,124
27215,124
27216,124
27217,124
27218,124
57919,229
57949,229
57950,229
57952,229
57934,229
57953,229
57935,229
57936,229
57937,229
66606,229
57939,229
57940,229
57942,229
67299,229
57947,229
62173,238
62174,238
62175,238
62159,238
62163,238
62164,238
62165,238
66743,238
66742,238
67036,238
62168,238
62169,238
62170,238
62171,238
62172,238
70306,254
68992,254
64223,254
64224,254
64212,254
66818,254
64213,254
66816,254
64215,254
67012,254
64217,254
64219,254
64218,254
64221,254
64222,254
64290,256
64284,256
64291,256
64292,256
64294,256
64295,256
64296,256
66820,256
64280,256
64299,256
64300,256
64281,256
64288,256
64289,256
64283,256
69206,3
02002,3
02003,3
01987,3
01988,3
01989,3
01990,3
01991,3
01992,3
65043,3
01995,3
67356,3
01998,3
02000,3
70244,27
06472,27
06473,27
06474,27
06475,27
06477,27
06478,27
06480,27
65200,27
06471,27
67414,27
06482,27
06484,27
06485,27
06486,27
68050,96
68674,96
68688,96
21943,96
21945,96
21950,96
65721,96
21941,96
67663,96
21951,96
21953,96
21954,96
21955,96
21956,96
28125,128
28108,128
28109,128
28110,128
28111,128
28113,128
28114,128
28115,128
28116,128
28107,128
28118,128
28120,128
28122,128
28123,128
28124,128
33266,153
70299,153
33285,153
33267,153
33269,153
33273,153
33274,153
33277,153
33278,153
33279,153
33281,153
33282,153
33283,153
33284,153
34823,159
34824,159
34825,159
34826,159
34827,159
34829,159
34830,159
34831,159
67873,159
34832,159
34833,159
34835,159
34837,159
34838,159
34839,159
36946,169
36930,169
36931,169
36932,169
36933,169
36936,169
36937,169
36938,169
66147,169
66146,169
36929,169
36939,169
36941,169
36942,169
36944,169
70345,174
68694,174
68770,174
68114,174
38999,174
39001,174
39002,174
39003,174
38990,174
67937,174
39004,174
39006,174
38995,174
38996,174
38997,174
70249,177
68122,177
40115,177
40116,177
40117,177
40119,177
40120,177
40121,177
40122,177
40123,177
66246,177
40124,177
40128,177
40129,177
40130,177
56573,220
56574,220
56557,220
56576,220
56577,220
56579,220
56558,220
56556,220
56560,220
56563,220
56564,220
56566,220
56568,220
56569,220
56571,220
69092,227
57645,227
57647,227
57630,227
57631,227
57632,227
57633,227
57634,227
67292,227
57635,227
57636,227
57638,227
57641,227
57642,227
57643,227
68330,242
62968,242
62982,242
62970,242
62984,242
62971,242
66769,242
67057,242
62986,242
62973,242
62964,242
67058,242
62979,242
62966,242
63679,250
63665,250
63666,250
63667,250
63668,250
63670,250
63671,250
63672,250
63673,250
66798,250
66799,250
67078,250
63676,250
63677,250
63678,250
05644,22
05629,22
05630,22
05631,22
05632,22
05633,22
05634,22
05635,22
05636,22
65162,22
05637,22
65161,22
05638,22
05641,22
05642,22
68274,29
68010,29
06835,29
06836,29
06837,29
06838,29
06839,29
06840,29
06841,29
65216,29
06832,29
06842,29
06844,29
06833,29
06834,29
07389,31
07390,31
07391,31
07392,31
07393,31
07394,31
07395,31
07396,31
07397,31
65242,31
65241,31
67431,31
07399,31
07401,31
07402,31
08950,37
08951,37
08952,37
08953,37
08955,37
08935,37
