69241,33
65225,33
68011,33
68208,33
68012,33
70266,33
07085,33
07086,33
07087,33
07069,33
07088,33
07089,33
07090,33
07091,33
07068,33
07097,33
07070,33
07071,33
07073,33
67424,33
07074,33
07075,33
07076,33
07077,33
07078,33
07079,33
07080,33
07081,33
07082,33
07084,33
65539,99
68660,99
68041,99
17725,99
17726,99
17727,99
17728,99
17710,99
17729,99
17731,99
17732,99
17733,99
65540,99
17711,99
17712,99
17714,99
17715,99
17717,99
17709,99
67594,99
17719,99
17720,99
17721,99
17722,99
17723,99
68028,68
69054,68
12328,68
12329,68
12330,68
12331,68
12311,68
12337,68
12338,68
12313,68
12314,68
12316,68
12317,68
12318,68
12319,68
12321,68
12322,68
12323,68
12324,68
12327,68
05724,26
70348,26
68007,26
05744,26
05728,26
05747,26
05748,26
05749,26
05729,26
05730,26
65167,26
05731,26
05732,26
05733,26
05734,26
05740,26
05742,26
05743,26
70230,50
68580,50
70263,50
68019,50
09865,50
09866,50
09848,50
09869,50
09849,50
09850,50
65328,50
09853,50
09856,50
09857,50
09858,50
09859,50
09860,50
09861,50
09863,50
68292,130
24955,130
24956,130
24941,130
24961,130
24962,130
24965,130
24969,130
24970,130
24971,130
24972,130
65824,130
24973,130
24943,130
24947,130
24940,130
24950,130
24951,130
24954,130
68870,63
68024,63
11327,63
11328,63
11310,63
11329,63
11330,63
11312,63
11313,63
11309,63
11316,63
11317,63
11320,63
11321,63
11322,63
11323,63
11324,63
11326,63
69534,285
68890,285
68183,285
63239,285
63240,285
63241,285
63242,285
63227,285
63228,285
63231,285
66778,285
63232,285
66779,285
66780,285
63225,285
67066,285
63236,285
63238,285
08909,44
68018,44
70326,44
68790,44
08928,44
08916,44
08917,44
08919,44
08920,44
08921,44
08923,44
65298,44
08924,44
65299,44
67470,44
08926,44
08927,44
70332,76
68592,76
13647,76
13648,76
13631,76
13632,76
13636,76
13637,76
13638,76
13630,76
13640,76
13642,76
13643,76
13644,76
13645,76
13646,76
70015,86
68586,86
68033,86
14899,86
14900,86
14882,86
14884,86
14885,86
14886,86
65445,86
14889,86
14893,86
14894,86
14895,86
14896,86
14898,86
68048,115
21885,115
21888,115
21870,115
21889,115
21891,115
21871,115
21869,115
21875,115
21876,115
21878,115
67660,115
67659,115
21883,115
21884,115
27221,145
27206,145
27207,145
27208,145
27210,145
27211,145
27212,145
65890,145
27214,145
65889,145
67757,145
27215,145
27216,145
27217,145
27218,145
38539,199
38540,199
38541,199
38542,199
38544,199
38527,199
38529,199
38530,199
38532,199
66183,199
38524,199
67934,199
38534,199
38536,199
38538,199
57919,266
57949,266
57950,266
57952,266
57934,266
57953,266
57935,266
57936,266
57937,266
66606,266
57939,266
57940,266
57942,266
67299,266
57947,266
62173,277
62174,277
62175,277
